num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,assureur,label
2,/ Opérations importantes et autres évènements ,0.33277310000000004,0.011890600000000001,0.003956871822860001,46,8.601895267086959e-05,0.29915967,0.23662307,27.986232822565725,h,0.13277312,0.46554622,0.23305589,0.23067777,axa-output-1-to-71,titre
2,A.2 Résultats de souscription ... ,0.25546219000000003,0.013079669999999988,0.0033413611426772972,34,9.827532772580287e-05,0.24537815500000001,0.258620695,19.53124123162131,h,0.11764706,0.37310925,0.25208086,0.2532699,axa-output-1-to-71,titre
2,/ Résultat de souscription agrégé ,0.22857143,0.011890589999999979,0.002717849159843695,34,7.99367399954028e-05,0.24873950499999997,0.27942925500000004,19.222883809802575,h,0.13445379,0.36302522,0.27348396,0.27586207,axa-output-1-to-71,titre
2,/ Résultat de souscription par zone géographique . ,0.34957981000000005,0.010701530000000015,0.0037410388241093055,51,7.335370243351579e-05,0.30924369500000004,0.30023780499999997,32.666339299146905,h,0.13445379,0.4840336,0.29488704,0.29488704,axa-output-1-to-71,titre
2,/ Résultat de souscription par ligne dactivité .. ,0.32268907,0.01070154000000001,0.0034532699901678033,50,6.906539980335606e-05,0.29579832500000003,0.32164091,30.153517157343686,h,0.13445379,0.45714286,0.31629014,0.31629014,axa-output-1-to-71,titre
2,A.3 Résultat des investissements . ,0.24705884000000003,0.009512489999999985,0.0023501447449115966,35,6.71469927117599e-05,0.24117648000000003,0.341260405,25.972047276790875,h,0.11764706,0.3647059,0.33650416,0.33650416,axa-output-1-to-71,titre
2,17 ,0.016806699999999952,0.007134379999999996,0.00011990538434599959,3,3.996846144866653e-05,0.87058825,0.25802615,2.3557337848558615,h,0.8621849,0.8789916,0.25445896,0.25445896,axa-output-1-to-71,inutile
2,17 ,0.01848739999999993,0.007134360000000006,0.00013189576706399962,3,4.3965255687999876e-05,0.8697479,0.27824018,2.591318632645383,h,0.8605042,0.8789916,0.274673,0.274673,axa-output-1-to-71,inutile
2,17 ,0.01848739999999993,0.00832343000000002,0.00015387857978199981,3,5.129285992733327e-05,0.8697479,0.299048755,2.221127588025596,h,0.8605042,0.8789916,0.29488704,0.29488704,axa-output-1-to-71,inutile
2,18 ,0.01848739999999993,0.00832339999999998,0.00015387802515999906,3,5.129267505333302e-05,0.8697479,0.32045184,2.221135593627601,h,0.8605042,0.8789916,0.31629014,0.31629014,axa-output-1-to-71,inutile
2,19 ,0.015126030000000013,0.007134399999999985,0.00010791514843199987,3,3.5971716143999955e-05,0.869747915,0.3412604,2.1201544628840607,h,0.8621849,0.87731093,0.3376932,0.3376932,axa-output-1-to-71,inutile
2,19 ,0.01848739999999993,0.00951247999999999,0.00017586102275199915,3,5.862034091733305e-05,0.8697479,0.36266350999999997,1.9434889744840411,h,0.8605042,0.8789916,0.35790727,0.35790727,axa-output-1-to-71,inutile
2,19 ,0.01848739999999993,0.009512469999999995,0.00017586083787799926,3,5.862027929266642e-05,0.8697479,0.382877535,1.9434910175800755,h,0.8605042,0.8789916,0.3781213,0.37931034,axa-output-1-to-71,inutile
2,20 ,0.016806729999999992,0.007134360000000006,0.00011990526224280005,3,3.996842074760002e-05,0.868907565,0.40428062,2.355744593768744,h,0.8605042,0.87731093,0.40071344,0.40071344,axa-output-1-to-71,inutile
2,21 ,0.018487389999999992,0.007134380000000051,0.0001318960654682009,3,4.396535515606697e-05,0.868067235,0.42449465,2.5913099666684225,h,0.85882354,0.87731093,0.42092746,0.42092746,axa-output-1-to-71,inutile
2,21 ,0.016806729999999992,0.00832341999999997,0.00013988947261659942,3,4.662982420553314e-05,0.868907565,0.44530321,2.0192096518017895,h,0.8605042,0.87731093,0.4411415,0.4411415,axa-output-1-to-71,inutile
2,22 ,0.01848739999999993,0.007134370000000001,0.00013189595193799952,3,4.396531731266651e-05,0.8697479,0.46611178499999995,2.5913150004835646,h,0.8605042,0.8789916,0.4625446,0.4625446,axa-output-1-to-71,inutile
2,23 ,0.020168059999999932,0.007134340000000017,0.00014388579718039985,3,4.796193239346662e-05,0.86890757,0.48751487,2.8268991945996245,h,0.85882354,0.8789916,0.4839477,0.4839477,axa-output-1-to-71,inutile
2,24 ,0.018487389999999992,0.007134379999999996,0.00013189606546819987,3,4.396535515606662e-05,0.868067235,0.50891796,2.5913099666684425,h,0.85882354,0.87731093,0.50535077,0.50535077,axa-output-1-to-71,inutile
2,25 ,0.015126030000000013,0.0071343699999999455,0.00010791469465109927,3,3.597156488369976e-05,0.869747915,0.529131985,2.1201633781259073,h,0.8621849,0.87731093,0.5255648,0.5255648,axa-output-1-to-71,inutile
2,26 ,0.016806729999999992,0.00832343999999996,0.00013988980875119926,3,4.6629936250399755e-05,0.868907565,0.54994052,2.0192047999384957,h,0.8605042,0.87731093,0.5457788,0.5457788,axa-output-1-to-71,inutile
2,/ Avantages accordés aux dirigeants .. ,0.26218487,0.009512460000000056,0.0024940230884802146,39,6.394930996103115e-05,0.265546225,0.57193817,27.562257292014735,h,0.13445379,0.39663866,0.56718194,0.56718194,axa-output-1-to-71,titre
2,26 ,0.01848739999999993,0.00832345999999995,0.0001538791344039985,3,5.1293044801332835e-05,0.8697479,0.57134367,2.2211195824813292,h,0.8605042,0.8789916,0.56718194,0.56718194,axa-output-1-to-71,inutile
2,27 ,0.021848729999999983,0.007134399999999985,0.00015587757931199956,3,5.1959193103999854e-05,0.868067235,0.5921522,3.0624481385961015,h,0.85714287,0.8789916,0.588585,0.588585,axa-output-1-to-71,inutile
2,B.2 Exigences de compétence et d'honorabilité . ,0.34957983,0.011890599999999973,0.00415671392659799,48,8.65982068041248e-05,0.294117645,0.5921521999999999,29.399679578827037,h,0.11932773,0.46890756,0.58739597,0.5862069,axa-output-1-to-71,titre
2,"B.3 Système de gestion des risques , y compris l'évaluation interne des risques et de la solvabilité .... 28 ",0.76134454,0.009512460000000056,0.007242259482968442,109,6.64427475501692e-05,0.49831932999999995,0.61355527,80.03655626409946,h,0.11764706,0.8789916,0.60879904,0.60879904,axa-output-1-to-71,paragraphe
2,28 ,0.01848739999999993,0.00832343999999996,0.00015387876465599868,3,5.129292155199956e-05,0.8697479,0.63317478,2.221124919504438,h,0.8605042,0.8789916,0.62901306,0.62901306,axa-output-1-to-71,inutile
2,/ Système de gestion des risques ,0.22857143,0.01070154000000001,0.002446066301002202,33,7.412322124249097e-05,0.24873950499999997,0.6343638300000001,21.35874182594279,h,0.13445379,0.36302522,0.62901306,0.62901306,axa-output-1-to-71,titre
2,/ Évaluation du risque propre et de la solvabilité ( ORSA ) .. ,0.39495800999999997,0.010701600000000089,0.004226682639816035,63,6.709020063200055e-05,0.33193279499999995,0.6545779,36.90644483067921,h,0.13445379,0.5294118,0.6492271,0.6492271,axa-output-1-to-71,inutile
2,30 ,0.01848739999999993,0.008323370000000052,0.0001538774705380004,3,5.1292490179333467e-05,0.8697479,0.654577885,2.2211435992872857,h,0.8605042,0.8789916,0.6504162,0.6504162,axa-output-1-to-71,inutile
2,B.4 Système de contrôle interne . ,0.24201681,0.01070155000000006,0.0025899549930555143,34,7.617514685457395e-05,0.238655465,0.675980975,22.61511743625911,h,0.11764706,0.35966387,0.67181927,0.6706302,axa-output-1-to-71,titre
2,31 ,0.018487389999999992,0.00832343000000002,0.00015387849654770032,3,5.129283218256677e-05,0.868067235,0.675980985,2.2211263865978266,h,0.85882354,0.87731093,0.67181927,0.67181927,axa-output-1-to-71,inutile
2,B.5 Fonction d'audit interne ,0.20504203,0.008323400000000092,0.0017066468325020187,29,5.884989077593168e-05,0.221848745,0.696195,24.63440781411415,h,0.11932773,0.32436976,0.6920333,0.6920333,axa-output-1-to-71,titre
2,.31 ,0.018487389999999992,0.007134360000000006,0.00013189569572040006,4,3.2973923930100014e-05,0.868067235,0.69678952,2.591317230977968,h,0.85882354,0.87731093,0.69322234,0.69322234,axa-output-1-to-71,inutile
2,B.6 Fonction actuarielle . ,0.17983194999999996,0.00832342999999991,0.0014968186475884835,27,5.5437727688462355e-05,0.209243705,0.717598085,21.605509988070054,h,0.11932773,0.29915968,0.71343637,0.71343637,axa-output-1-to-71,titre
2,.31 ,0.018487389999999992,0.0071343699999999455,0.00013189588059429893,4,3.297397014857473e-05,0.868067235,0.717003555,2.5913135988181346,h,0.85882354,0.87731093,0.71343637,0.71343637,axa-output-1-to-71,inutile
2,B.7 Sous - traitance ,0.13613446999999998,0.008323350000000063,0.0011330948408745083,21,5.3956897184500395e-05,0.18571429499999997,0.737812125,16.355730565217005,h,0.11764706,0.25378153,0.73365045,0.73365045,axa-output-1-to-71,inutile
2,32 ,0.015126030000000013,0.007134310000000088,0.00010791378708930142,3,3.5971262363100475e-05,0.869747915,0.737217605,2.120181208834467,h,0.8621849,0.87731093,0.73365045,0.73365045,axa-output-1-to-71,inutile
2,B.8 Autres informations ,0.17142858,0.00832345000000001,0.0014268772142010018,24,5.9453217258375076e-05,0.20504202,0.759215225,20.595856285554643,h,0.11932773,0.29075631,0.7550535,0.7550535,axa-output-1-to-71,titre
2,.33 ,0.020168059999999932,0.007134399999999985,0.00014388700726399923,4,3.597175181599981e-05,0.86890757,0.7586207,2.8268754204978657,h,0.85882354,0.8789916,0.7550535,0.7550535,axa-output-1-to-71,inutile
2,C. PROFIL DE RISQUE ,0.16134454999999998,0.009512460000000056,0.0015347835780930089,20,7.673917890465044e-05,0.20000000499999998,0.78002377,16.96139063922466,h,0.11932773,0.28067228,0.77526754,0.7764566,axa-output-1-to-71,titre
2,34 ,0.01848739999999993,0.007134399999999985,0.00013189650655999924,3,4.3965502186666414e-05,0.8697479,0.7800238,2.5913041040592018,h,0.8605042,0.8789916,0.7764566,0.7764566,axa-output-1-to-71,inutile
2,35 ,0.01848739999999993,0.00832345000000001,0.0001538789495299996,3,5.1292983176666534e-05,0.8697479,0.800832325,2.221122250989663,h,0.8605042,0.8789916,0.7966706,0.7966706,axa-output-1-to-71,inutile
2,35 ,0.01848739999999993,0.00832342999999991,0.00015387857978199775,3,5.1292859927332585e-05,0.8697479,0.821046355,2.2211275880256256,h,0.8605042,0.8789916,0.81688464,0.81688464,axa-output-1-to-71,inutile
2,/ Résultat des placements nets . ,0.22184874000000002,0.00951247999999999,0.002110331702275198,33,6.394944552349086e-05,0.24537816,0.36266350999999997,23.321861386305176,h,0.13445379,0.35630253,0.35790727,0.35790727,axa-output-1-to-71,titre
2, Pertes et profits directement comptabilisés en fonds propres ... ,0.48067228000000006,0.010701539999999954,0.0051439336313111785,66,7.793838835319968e-05,0.37310926,0.38466111000000003,44.91617841918099,h,0.13277312,0.6134454,0.37931034,0.37931034,axa-output-1-to-71,titre
2,/ Placements en titrisation ,0.18319328,0.00832343000000002,0.0015247964425504036,28,5.4457015805371555e-05,0.22605042999999997,0.404875155,22.009349510958767,h,0.13445379,0.31764707,0.40071344,0.40071344,axa-output-1-to-71,titre
2,A.4 Résultats des autres activités ,0.24201681,0.008323440000000015,0.0020144123970264037,35,5.7554639915040104e-05,0.238655465,0.42508917999999996,29.076536864565558,h,0.11764706,0.35966387,0.42092746,0.42092746,axa-output-1-to-71,titre
2,/ Résultat net  ,0.10084033,0.008323400000000036,0.0008393344027220037,16,5.245840017012523e-05,0.18319328499999998,0.44649227,12.115281014969792,h,0.13277312,0.23361345,0.44233057,0.44233057,axa-output-1-to-71,inutile
2,/ Contrats de location ,0.14957984,0.010701530000000015,0.0016007331451552021,23,6.959709326761748e-05,0.20924370999999997,0.466706305,13.977425657826478,h,0.13445379,0.28403363,0.4625446,0.46135554,axa-output-1-to-71,titre
2,A.5 Autres informations ,0.17310925000000002,0.007134340000000017,0.0012350202466450031,24,5.14591769435418e-05,0.20420168500000002,0.48751487,24.26422766506777,h,0.11764706,0.29075631,0.4839477,0.4839477,axa-output-1-to-71,titre
2,B. SYSTÈME DE GOUVERNANCE . ,0.24369749,0.011890599999999973,0.0028977093745939935,28,0.00010348962052121405,0.239495805,0.5077289,20.494969976283834,h,0.11764706,0.36134455,0.5017836,0.5041617,axa-output-1-to-71,titre
2,B.1 Informations générales sur le système de gouvernance  ,0.43697484,0.013079599999999969,0.0057154561172639866,58,9.854234684937907e-05,0.33613448,0.5297265,33.40888406373291,h,0.11764706,0.5546219,0.5231867,0.52437574,axa-output-1-to-71,titre
2,/ Rémunération des administrateurs ,0.25378151000000004,0.009512500000000035,0.002414096613875009,35,6.89741889678574e-05,0.26134454500000004,0.55053505,26.678739553219355,h,0.13445379,0.3882353,0.5457788,0.5457788,axa-output-1-to-71,titre
2,/ Informations préliminaires .. ,0.20504201000000002,0.011890589999999923,0.0024380704736858844,32,7.618970230268389e-05,0.23697479500000002,0.801426855,17.24405685504263,h,0.13445379,0.3394958,0.7966706,0.79548156,axa-output-1-to-71,titre
2,/ Évaluation du capital de Solvabilité  requis . ,0.32268907,0.010701589999999928,0.0034532861246212767,49,7.047522703308728e-05,0.29579832500000003,0.8222354350000001,30.153376273993135,h,0.13445379,0.45714286,0.81688464,0.81688464,axa-output-1-to-71,titre
2,C.1 Risque de souscription ... ,0.24537815999999998,0.01070149999999992,0.00262591437923998,31,8.47069154593542e-05,0.24033613999999998,0.84363855,22.929323926552524,h,0.11764706,0.36302522,0.8382878,0.8382878,axa-output-1-to-71,titre
2,/ Exposition au risque d'assurance .. ,0.24705881,0.01070150000000003,0.0026438998552150072,38,6.957631197934229e-05,0.257983195,0.86385255,23.086372003924616,h,0.13445379,0.3815126,0.85969085,0.8585018,axa-output-1-to-71,titre
2,/ Contrôle et atténuation .. ,0.18319328,0.010701549999999949,0.0019604520455839903,29,6.760179467531e-05,0.22605042999999997,0.8840665750000001,17.11838752330278,h,0.13445379,0.31764707,0.87990487,0.8787158,axa-output-1-to-71,titre
2,C.2 Risque de marché ,0.15798321,0.01070149999999992,0.0016906573218149873,21,8.05074915149994e-05,0.196638665,0.90546965,14.762716441620446,h,0.11764706,0.27563027,0.90130794,0.9001189,axa-output-1-to-71,titre
2,2 ,0.01176471999999995,0.00832345000000001,9.792305868399971e-05,2,4.8961529341999854e-05,0.49831934,0.939952425,1.413442743093301,h,0.49243698,0.5042017,0.9357907,0.9357907,axa-output-1-to-71,inutile
2,7 ,0.010083999999999982,0.007134365000000004,7.194293665999991e-05,2,3.5971468329999955e-05,0.8739496,0.0903686075,1.413440439338326,h,0.8689076,0.8789916,0.086801425,0.086801425,axa-output-1-to-71,inutile
2,.11 ,0.018487389999999992,0.007134364000000004,0.00013189576966996002,4,3.2973942417490005e-05,0.868067235,0.111771702,2.5913157781128047,h,0.85882354,0.87731093,0.10820452,0.10820452,axa-output-1-to-71,inutile
2,.12 ,0.020168059999999932,0.0071343800000000235,0.0001438866039028,4,3.59716509757e-05,0.86890757,0.13317479,2.82688334515401,h,0.85882354,0.8789916,0.1296076,0.1296076,axa-output-1-to-71,inutile
2,12 ,0.01848739999999993,0.008323410000000003,0.0001538782100339995,3,5.1292736677999834e-05,0.8697479,0.15279429500000002,2.2211329250871845,h,0.8605042,0.8789916,0.14863259,0.14863259,axa-output-1-to-71,inutile
2,13 ,0.01848739999999993,0.008323410000000003,0.0001538782100339995,3,5.1292736677999834e-05,0.8697479,0.17419738499999998,2.2211329250871845,h,0.8605042,0.8789916,0.17003568,0.17003568,axa-output-1-to-71,inutile
2,13 ,0.016806729999999992,0.008323429999999993,0.00013988964068389982,3,4.66298802279666e-05,0.868907565,0.19441141499999998,2.0192072258672216,h,0.8605042,0.87731093,0.1902497,0.1902497,axa-output-1-to-71,inutile
2,14 ,0.016806729999999992,0.008323419999999998,0.0001398894726165999,3,4.66298242055333e-05,0.868907565,0.21581451000000001,2.019209651801783,h,0.8605042,0.87731093,0.2116528,0.2116528,axa-output-1-to-71,inutile
2,AXA SA  SFCR 2022 ,0.13277311999999997,0.007134399999999985,0.0009472565473279978,18,5.262536374044432e-05,0.49831934,0.9738407,18.610271361291804,h,0.43193278,0.5647059,0.9702735,0.9702735,axa-output-1-to-71,inutile
2,14 ,0.01848739999999993,0.00951247999999999,0.00017586102275199915,3,5.862034091733305e-05,0.8697479,0.23662306,1.9434889744840411,h,0.8621849,0.8789916,0.23186682,0.23305589,axa-output-1-to-71,inutile
2,37 ,0.020168059999999932,0.00832339999999998,0.00016786683060399904,3,5.5955610201333014e-05,0.86890757,0.8424495000000001,2.423055482134702,h,0.85882354,0.8789916,0.8382878,0.8382878,axa-output-1-to-71,inutile
2,37 ,0.01848739999999993,0.00832339999999998,0.00015387802515999906,3,5.129267505333302e-05,0.8697479,0.8626635,2.221135593627601,h,0.8605042,0.8789916,0.8585018,0.8585018,axa-output-1-to-71,inutile
2,38 ,0.01848739999999993,0.009512499999999924,0.00017586139249999795,3,5.8620464166665984e-05,0.8697479,0.88347205,1.9434848883048703,h,0.8605042,0.8789916,0.87990487,0.8787158,axa-output-1-to-71,inutile
2,39 ,0.020168059999999932,0.007134360000000006,0.00014388620054159965,3,4.796206684719989e-05,0.86890757,0.90487512,2.826891269854607,h,0.85882354,0.8789916,0.90130794,0.90130794,axa-output-1-to-71,inutile
3,AXA SA  Rapport sur la Solvabilité et la Situation Financière 2022 ,0.45546219,0.010701546999999999,0.0048741500330079296,67,7.274850795534223e-05,0.49831934499999997,0.049346016500000006,42.560406453384736,h,0.27058825,0.72605044,0.043995243,0.043995243,axa-output-1-to-71,inutile
3,/ Exposition au risque de marché . ,0.23361344000000003,0.011890605999999998,0.00277780537134464,35,7.9365867752704e-05,0.25126051,0.091557667,19.64689099949995,h,0.13445379,0.36806723,0.086801425,0.085612364,axa-output-1-to-71,inutile
3,/ Contrôle et atténuation . ,0.17647059,0.010701544999999993,0.001888507960061549,28,6.744671285934103e-05,0.222689085,0.1123662325,16.49019744345327,h,0.13445379,0.31092438,0.10820452,0.10701546,axa-output-1-to-71,titre
3,C.3 Risque de crédit  ,0.15294118999999998,0.010701550000000004,0.0016367077918445004,22,7.439580872020457e-05,0.194117655,0.132580255,14.291498895019872,h,0.11764706,0.27058825,0.12841855,0.12722948,axa-output-1-to-71,titre
3,/ Exposition au risque de crédit ,0.21512604999999999,0.011890600000000001,0.00255797781013,33,7.751447909484849e-05,0.242016815,0.15457789,18.092110574739706,h,0.13445379,0.34957984,0.14982164,0.14863259,axa-output-1-to-71,titre
3,/ Contrôle et atténuation . C.4 Risque de liquidité ,0.19831933999999998,0.030915570000000003,0.0061311554381238,52,0.00011790683534853463,0.21680673,0.185493465,6.414869271373614,h,0.11764706,0.3159664,0.17003568,0.17003568,axa-output-1-to-71,paragraphe
3,C.5 Risque opérationnel .. ,0.18487395999999998,0.01070154000000001,0.0019784360778984014,27,7.327541029253338e-05,0.21008403999999997,0.21700357,17.275453813189486,h,0.11764706,0.30252102,0.2116528,0.2116528,axa-output-1-to-71,titre
3,/ Principes généraux  ,0.14957984,0.010701550000000004,0.0016007361367520005,22,7.276073348872729e-05,0.20924370999999997,0.237217595,13.977399535581288,h,0.13445379,0.28403363,0.23186682,0.23186682,axa-output-1-to-71,titre
3,C.6 Autres risques importants ...... ,0.24705884000000003,0.011890630000000013,0.0029376852546692035,37,7.939689877484334e-05,0.24117648000000003,0.259215215,20.77760724200482,h,0.11764706,0.3647059,0.2532699,0.25445896,axa-output-1-to-71,titre
3, Risque Stratégique . ,0.15126051,0.00951247999999999,0.0014388625761647983,22,6.54028443711272e-05,0.208403375,0.28061831000000004,15.901269700435654,h,0.13277312,0.28403363,0.27586207,0.27586207,axa-output-1-to-71,titre
3,/ Risque de Réputation .... ,0.17815126,0.010701530000000015,0.0019064910534278027,28,6.80889661938501e-05,0.22352941999999998,0.30023780499999997,16.647270063252616,h,0.13445379,0.31260505,0.29488704,0.29488704,axa-output-1-to-71,titre
3,/ Risques Emergents ,0.14285715000000002,0.01070154000000001,0.0015287915050110016,20,7.643957525055008e-05,0.205882365,0.32164091,13.349214225242338,h,0.13445379,0.27731094,0.31629014,0.3174792,axa-output-1-to-71,titre
3,C.7 Autres informations ,0.17310925000000002,0.008323440000000015,0.0014408644558200029,24,6.003601899250012e-05,0.20420168500000002,0.34066588,20.79780114952468,h,0.11764706,0.29075631,0.33650416,0.33650416,axa-output-1-to-71,titre
3,D. VALORISATION  DES FINS DE SOLVABILITÉ . ,0.35798319,0.009512489999999985,0.0034053115150430944,43,7.919329104751382e-05,0.296638655,0.361474425,37.63296360889742,h,0.11764706,0.47563025,0.35671818,0.35671818,axa-output-1-to-71,titre
3,Préambule ,0.08067226999999999,0.007134379999999996,0.0005755466296425996,10,5.755466296425996e-05,0.157983195,0.38287753,11.307537585606603,h,0.11764706,0.19831933,0.37931034,0.37931034,axa-output-1-to-71,inutile
3,D.1 - Actifs ,0.07731093,0.009512509999999974,0.000735420994734298,13,5.657084574879215e-05,0.156302525,0.404280615,8.12729027354507,h,0.11764706,0.19495799,0.39952436,0.39952436,axa-output-1-to-71,inutile
3,/ Valorisation à la juste valeur ...... ,0.23529411000000003,0.011890599999999973,0.0027977881443659943,40,6.994470360914986e-05,0.250420175,0.4256837,19.78824533665253,h,0.13277312,0.36806723,0.42092746,0.4197384,axa-output-1-to-71,titre
3,/ Actifs incorporels  ,0.13781513000000004,0.010701550000000004,0.001474835504451501,22,6.703797747506823e-05,0.20336135500000002,0.446492275,12.878053179212355,h,0.13445379,0.27226892,0.4411415,0.44233057,axa-output-1-to-71,titre
3,/ Impôts différés ,0.11260503000000002,0.011890620000000018,0.0013389436218186022,18,7.438575676770013e-05,0.19075630500000001,0.46611176,9.470072208177525,h,0.13445379,0.24705882,0.4625446,0.46016645,axa-output-1-to-71,titre
3, mmobilisations corporelles pour usage propre ,0.34117646,0.014268720000000013,0.004868151378331204,46,0.00010582937778980879,0.30336135,0.48870392,23.910796483496746,h,0.13277312,0.47394958,0.48156956,0.4839477,axa-output-1-to-71,titre
3,/ Placements et prêts . ,0.15462185000000003,0.010701549999999949,0.0016546934588674924,24,6.894556078614552e-05,0.211764715,0.509512475,14.448547173073132,h,0.13445379,0.28907564,0.5041617,0.5041617,axa-output-1-to-71,titre
3,/ Instruments de dérivés . ,0.17478992000000002,0.009512460000000056,0.00166268212240321,27,6.158081934826704e-05,0.22016808,0.52913197,18.374838895511676,h,0.13277312,0.30756304,0.5255648,0.52437574,axa-output-1-to-71,titre
3,/ Créances nées d'opération d'assurance . ,0.28907563000000003,0.010701599999999978,0.003093571762007994,42,7.365647052399985e-05,0.278991605,0.5511296,27.012374785078926,h,0.13445379,0.42352942,0.5457788,0.5457788,axa-output-1-to-71,titre
3,/ Contrats de location ,0.15126051,0.009512499999999924,0.0014388656013749883,23,6.255937397282558e-05,0.208403375,0.5707491499999999,15.901236268068457,h,0.13277312,0.28403363,0.56718194,0.5659929,axa-output-1-to-71,titre
3,/ Actifs détenus pour des fonds indexés et des fonds en unités de compte .. ,0.51764707,0.010701529999999959,0.005539615649017079,76,7.288967959232999e-05,0.393277325,0.592746735,48.37131419526011,h,0.13445379,0.65210086,0.58739597,0.58739597,axa-output-1-to-71,paragraphe
3,/ Actions détenues en auto - détention ,0.25882353,0.00832346000000006,0.0021543072990138157,39,5.523864869266194e-05,0.263865555,0.6129607699999999,31.095665744774188,h,0.13445379,0.39327732,0.60879904,0.60879904,axa-output-1-to-71,paragraphe
3,/ Gains et pertes de change non réalisés ,0.27731090999999997,0.01070154000000001,0.0029676537958014024,41,7.238179989759518e-05,0.273109245,0.6343638300000001,25.91317791644938,h,0.13445379,0.4117647,0.62901306,0.62901306,axa-output-1-to-71,titre
3,/ Autres actifs ... ,0.10924368000000001,0.010701600000000089,0.0011690821658880098,20,5.845410829440049e-05,0.18739496,0.6545779,10.20816326530604,h,0.13277312,0.2420168,0.6504162,0.6492271,axa-output-1-to-71,inutile
3,D.2  Provisions techniques .. ,0.23193277999999998,0.011890590000000034,0.0027578175945402075,30,9.192725315134025e-05,0.23361345,0.6753864549999999,19.50557373519727,h,0.11764706,0.34957984,0.66944116,0.6706302,axa-output-1-to-71,titre
3,/ Principes généraux ,0.14285715000000002,0.01070150000000003,0.0015287857907250045,21,7.279932336785736e-05,0.205882365,0.6973840499999999,13.349264121852041,h,0.13445379,0.27731094,0.6920333,0.6920333,axa-output-1-to-71,titre
